"","Study_ID","Author_year","Paper_title","Publication_year","Journal","Country_firstAuthor","Review_type_claimed","Systematic_approach","Protocol","Meta_analysis","PFAS_focus","PFAS_one_many","MeSH_terms","Outcomes_PECOS","Outcomes","Outcome_category","Human_animal_environment","Lab_domestic_wildlife_mixed","Species_one_many","Environment_type","Study_inclusion_start","Study_inclusion_end","N_studies","Reporting_guideline","COI_statement","COI_present","Funding_statement","No_profit_funding","Industry_funding","Raw_data","Analysis_code","DOI","Species_scientific_name","Species_common_name","Class_scientific_name","PFAS_type","PFAS_abbreviations","PFAS_full_namee","PFAS_CAS_no","PFAS_group","PFAS_carbon_chain","Legacy_novel"
"1945","S_141","Chang_2014","A critical review of perfluorooctanoate and perfluorooctanesulfonate exposure and cancer risk in humans",2014,"critical reviews in toxicology","USA","critical review","No","No","No","Yes","Multiple","Alkanesulfonic Acids / toxicity*; Animals; Caprylates / toxicity*; Environmental Exposure / adverse effects; Fluorocarbons / toxicity*; Humans; Neoplasms / epidemiology*; Neoplasms / etiology; Neoplasms / pathology; Occupational Exposure / adverse effects; Risk","No","Cancer","Human Health Outcomes","Humans",NA,NA,NA,NA,NA,NA,"No","Yes","Yes","Yes","No","Yes","No","No","10.3109/10408444.2014.905767",NA,NA,NA,"PFOS","PFOS","Perfluorooctane sulfonic acid","1763-23-1","Perfluoroalkane sulfonic acids (PFSA)",8,"legacy"
"1946","S_143","Floehr_2013","Solution by dilution?â€”A review on the pollution status of the Yangtze River",2013,"environmental science and pollution research","Germany","critical review","Yes","No","No","No","Multiple","Animals; Benzofurans / analysis; China; Dibenzofurans, Polychlorinated; Dioxins / analysis; Environmental Monitoring; Halogenated Diphenyl Ethers / analysis; Humans; Hydrocarbons, Chlorinated / analysis; Pesticides / analysis; Polychlorinated Biphenyls / analysis; Polycyclic Aromatic Hydrocarbons / analysis; Rivers / chemistry*; Waste Water / statistics & numerical data; Water Pollutants, Chemical / analysis; Water Pollution, Chemical / statistics & numerical data*","No","Ecotoxicological risk","Toxicological Studies and Biological Responses","Environment",NA,NA,"Freshwater",1990,2012,84,"No","No",NA,"Yes","Yes","No","No","No","10.1007/s11356-013-1666-1",NA,NA,NA,"PFCs","PFCs","Perfluoroalkyl carboxylic acids",NA,"Perfluoroalkyl carboxylic acids (PFCA)",NA,"NS"
"1947","S_144","Taylor_2013","Evaluation of the association between persistent organic pollutants (POPs) and diabetes in epidemiological studies: a national toxicology program workshop review",2013,"environmental health perspectives","USA","systematic review","Yes","No","No","No","Multiple","Animals; Diabetes Mellitus, Type 2 / chemically induced; Diabetes Mellitus, Type 2 / epidemiology*; Environmental Exposure*; Environmental Pollutants / analysis; Environmental Pollutants / toxicity*; Humans; Hydrocarbons, Chlorinated / analysis; Hydrocarbons, Chlorinated / toxicity; Mice; Obesity / chemically induced; Obesity / epidemiology; Rats","No","Diabetes","Human Health Outcomes","Humans",NA,NA,NA,NA,2010,43,"No","Yes","No","No",NA,NA,"No","No","10.1289/ehp.1205502",NA,NA,NA,"PFOA","PFOA","Perfluorooctanoic acid","335-67-1","Perfluoroalkyl carboxylic acids (PFCA)",8,"legacy"
"1948","S_144","Taylor_2013","Evaluation of the association between persistent organic pollutants (POPs) and diabetes in epidemiological studies: a national toxicology program workshop review",2013,"environmental health perspectives","USA","systematic review","Yes","No","No","No","Multiple","Animals; Diabetes Mellitus, Type 2 / chemically induced; Diabetes Mellitus, Type 2 / epidemiology*; Environmental Exposure*; Environmental Pollutants / analysis; Environmental Pollutants / toxicity*; Humans; Hydrocarbons, Chlorinated / analysis; Hydrocarbons, Chlorinated / toxicity; Mice; Obesity / chemically induced; Obesity / epidemiology; Rats","No","Diabetes","Human Health Outcomes","Humans",NA,NA,NA,NA,2010,43,"No","Yes","No","No",NA,NA,"No","No","10.1289/ehp.1205502",NA,NA,NA,"PFOS","PFOS","Perfluorooctane sulfonic acid","1763-23-1","Perfluoroalkane sulfonic acids (PFSA)",8,"legacy"
"1949","S_145","Ferguson_2013","Environmental contaminant exposures and preterm birth: a comprehensive review",2013,"journal of toxicology and environmental health","USA","comprehensive review","Yes","No","Yes","No","Multiple","Air Pollutants / adverse effects; Dioxins / adverse effects; Drinking Water / adverse effects; Environmental Exposure / adverse effects*; Female; Humans; Hydrocarbons, Chlorinated / adverse effects; Metals / adverse effects; Pesticides / adverse effects; Polychlorinated Biphenyls / adverse effects; Pregnancy / drug effects; Premature Birth / chemically induced*; Water Pollutants, Chemical / adverse effects","No","Preterm Birth","Reproductive and Developmental Health","Humans",NA,NA,NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"No","No","10.1080/10937404.2013.775048",NA,NA,NA,"PFOA","PFOA","Perfluorooctanoic acid","335-67-1","Perfluoroalkyl carboxylic acids (PFCA)",8,"legacy"
"1950","S_145","Ferguson_2013","Environmental contaminant exposures and preterm birth: a comprehensive review",2013,"journal of toxicology and environmental health","USA","comprehensive review","Yes","No","Yes","No","Multiple","Air Pollutants / adverse effects; Dioxins / adverse effects; Drinking Water / adverse effects; Environmental Exposure / adverse effects*; Female; Humans; Hydrocarbons, Chlorinated / adverse effects; Metals / adverse effects; Pesticides / adverse effects; Polychlorinated Biphenyls / adverse effects; Pregnancy / drug effects; Premature Birth / chemically induced*; Water Pollutants, Chemical / adverse effects","No","Preterm Birth","Reproductive and Developmental Health","Humans",NA,NA,NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"No","No","10.1080/10937404.2013.775048",NA,NA,NA,"PFNA","PFNA","Perfluorononanoic acid","375-95-1","Perfluoroalkyl carboxylic acids (PFCA)",9,"legacy"
"1951","S_145","Ferguson_2013","Environmental contaminant exposures and preterm birth: a comprehensive review",2013,"journal of toxicology and environmental health","USA","comprehensive review","Yes","No","Yes","No","Multiple","Air Pollutants / adverse effects; Dioxins / adverse effects; Drinking Water / adverse effects; Environmental Exposure / adverse effects*; Female; Humans; Hydrocarbons, Chlorinated / adverse effects; Metals / adverse effects; Pesticides / adverse effects; Polychlorinated Biphenyls / adverse effects; Pregnancy / drug effects; Premature Birth / chemically induced*; Water Pollutants, Chemical / adverse effects","No","Preterm Birth","Reproductive and Developmental Health","Humans",NA,NA,NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"No","No","10.1080/10937404.2013.775048",NA,NA,NA,"PFUnDA","PFUnDA/PFUnA/ PFUA/ PFUdA","Perfluoroundecanoic acid","2058-94-8","Perfluoroalkyl carboxylic acids (PFCA)",11,"legacy"
"1952","S_145","Ferguson_2013","Environmental contaminant exposures and preterm birth: a comprehensive review",2013,"journal of toxicology and environmental health","USA","comprehensive review","Yes","No","Yes","No","Multiple","Air Pollutants / adverse effects; Dioxins / adverse effects; Drinking Water / adverse effects; Environmental Exposure / adverse effects*; Female; Humans; Hydrocarbons, Chlorinated / adverse effects; Metals / adverse effects; Pesticides / adverse effects; Polychlorinated Biphenyls / adverse effects; Pregnancy / drug effects; Premature Birth / chemically induced*; Water Pollutants, Chemical / adverse effects","No","Preterm Birth","Reproductive and Developmental Health","Humans",NA,NA,NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"No","No","10.1080/10937404.2013.775048",NA,NA,NA,"PFHxS","PFHxS","Perfluorohexane sulfonic acid","355-46-4","Perfluoroalkane sulfonic acids (PFSA)",6,"legacy"
"1953","S_145","Ferguson_2013","Environmental contaminant exposures and preterm birth: a comprehensive review",2013,"journal of toxicology and environmental health","USA","comprehensive review","Yes","No","Yes","No","Multiple","Air Pollutants / adverse effects; Dioxins / adverse effects; Drinking Water / adverse effects; Environmental Exposure / adverse effects*; Female; Humans; Hydrocarbons, Chlorinated / adverse effects; Metals / adverse effects; Pesticides / adverse effects; Polychlorinated Biphenyls / adverse effects; Pregnancy / drug effects; Premature Birth / chemically induced*; Water Pollutants, Chemical / adverse effects","No","Preterm Birth","Reproductive and Developmental Health","Humans",NA,NA,NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"No","No","10.1080/10937404.2013.775048",NA,NA,NA,"PFOS","PFOS","Perfluorooctane sulfonic acid","1763-23-1","Perfluoroalkane sulfonic acids (PFSA)",8,"legacy"
"1954","S_147","Krol_2013","Human hair as a biomarker of human exposure to persistent organic pollutants (POPs)",2013,"trends in analytical chemistry","Poland","critical review","No","No","No","No","Multiple","Humans; Hair Analysis; Persistent Organic Pollutants; Hair; Biomarkers","No","Human hair as a biomarker of exposure","Contaminants Occurrence and Exposure","Humans",NA,NA,NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"No","No","10.1016/j.trac.2013.02.010",NA,NA,NA,"PFOA","PFOA","Perfluorooctanoic acid","335-67-1","Perfluoroalkyl carboxylic acids (PFCA)",8,"legacy"
"1955","S_147","Krol_2013","Human hair as a biomarker of human exposure to persistent organic pollutants (POPs)",2013,"trends in analytical chemistry","Poland","critical review","No","No","No","No","Multiple","Humans; Hair Analysis; Persistent Organic Pollutants; Hair; Biomarkers","No","Human hair as a biomarker of exposure","Contaminants Occurrence and Exposure","Humans",NA,NA,NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"No","No","10.1016/j.trac.2013.02.010",NA,NA,NA,"PFOS","PFOS","Perfluorooctane sulfonic acid","1763-23-1","Perfluoroalkane sulfonic acids (PFSA)",8,"legacy"
"1956","S_148","Saikat_2013","The impact of PFOS on health in the general population: a review",2013,"environmental science: processes & impacts","UK","systematic review","Yes","No","No","Yes","One","Alkanesulfonic Acids / analysis; Alkanesulfonic Acids / metabolism*; Alkanesulfonic Acids / toxicity; Biomarkers / metabolism; Environmental Exposure / statistics & numerical data*; Environmental Pollutants / analysis; Environmental Pollutants / metabolism*; Environmental Pollutants / toxicity; Fluorocarbons / analysis; Fluorocarbons / metabolism*; Fluorocarbons / toxicity","No","Human health","Human Health Outcomes","Humans",NA,NA,NA,NA,2011,15,"No","No",NA,"No",NA,NA,"No","No","10.1039/c2em30698k",NA,NA,NA,"PFOS","PFOS","Perfluorooctane sulfonic acid","1763-23-1","Perfluoroalkane sulfonic acids (PFSA)",8,"legacy"
"1957","S_149","Post_2012","Perfluorooctanoic acid (PFOA), an emerging drinking water contaminant: a critical review of recent literature",2012,"environmental research","USA","critical review","No","No","No","Yes","One","Caprylates / analysis*; Caprylates / blood; Drinking Water / analysis*; Drinking Water / standards*; Environmental Exposure / analysis*; Fluorocarbons / analysis*; Fluorocarbons / blood; Humans; United States; Water Pollutants, Chemical / analysis*; Water Pollutants, Chemical / blood","No","Contaminants occurrence in drinking water","Contaminants Occurrence and Exposure","Environment",NA,NA,"Freshwater",NA,NA,NA,"No","Yes","No","Yes","No","No","No","No","10.1016/j.envres.2012.03.007",NA,NA,NA,"PFOA","PFOA","Perfluorooctanoic acid","335-67-1","Perfluoroalkyl carboxylic acids (PFCA)",8,"legacy"
"1958","S_150","Houde_2011","Monitoring of perfluorinated compounds in aquatic biota: an updated review: PFCs in aquatic biota",2011,"environmental science & technology","Canada","critical review","No","No","No","Yes","Multiple","Animals; Aquatic Organisms / metabolism*; Biota*; Environmental Monitoring / methods*; Fluorocarbons / analysis*; Fluorocarbons / chemistry; Humans; Water Pollutants, Chemical / analysis*; Water Pollutants, Chemical / chemistry; Water Pollution / analysis","No","Contaminants occurrence in aquatic biota","Contaminants Occurrence and Exposure","Animals","Wildlife","Multiple",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"Yes","No","10.1021/es104326w","Arenicola marina","Lugworm","Polychaeta","PFHxA","PFHxA","Perfluorohexanoic acid","307-24-4","Perfluoroalkyl carboxylic acids (PFCA)",6,"legacy"
"1959","S_150","Houde_2011","Monitoring of perfluorinated compounds in aquatic biota: an updated review: PFCs in aquatic biota",2011,"environmental science & technology","Canada","critical review","No","No","No","Yes","Multiple","Animals; Aquatic Organisms / metabolism*; Biota*; Environmental Monitoring / methods*; Fluorocarbons / analysis*; Fluorocarbons / chemistry; Humans; Water Pollutants, Chemical / analysis*; Water Pollutants, Chemical / chemistry; Water Pollution / analysis","No","Contaminants occurrence in aquatic biota","Contaminants Occurrence and Exposure","Animals","Wildlife","Multiple",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"Yes","No","10.1021/es104326w","Arenicola marina","Lugworm","Polychaeta","PFHpA","PFHpA","Perfluoroheptanoic acid","375-85-9","Perfluoroalkyl carboxylic acids (PFCA)",7,"legacy"
"1960","S_150","Houde_2011","Monitoring of perfluorinated compounds in aquatic biota: an updated review: PFCs in aquatic biota",2011,"environmental science & technology","Canada","critical review","No","No","No","Yes","Multiple","Animals; Aquatic Organisms / metabolism*; Biota*; Environmental Monitoring / methods*; Fluorocarbons / analysis*; Fluorocarbons / chemistry; Humans; Water Pollutants, Chemical / analysis*; Water Pollutants, Chemical / chemistry; Water Pollution / analysis","No","Contaminants occurrence in aquatic biota","Contaminants Occurrence and Exposure","Animals","Wildlife","Multiple",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"Yes","No","10.1021/es104326w","Arenicola marina","Lugworm","Polychaeta","PFOA","PFOA","Perfluorooctanoic acid","335-67-1","Perfluoroalkyl carboxylic acids (PFCA)",8,"legacy"
"1961","S_150","Houde_2011","Monitoring of perfluorinated compounds in aquatic biota: an updated review: PFCs in aquatic biota",2011,"environmental science & technology","Canada","critical review","No","No","No","Yes","Multiple","Animals; Aquatic Organisms / metabolism*; Biota*; Environmental Monitoring / methods*; Fluorocarbons / analysis*; Fluorocarbons / chemistry; Humans; Water Pollutants, Chemical / analysis*; Water Pollutants, Chemical / chemistry; Water Pollution / analysis","No","Contaminants occurrence in aquatic biota","Contaminants Occurrence and Exposure","Animals","Wildlife","Multiple",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"Yes","No","10.1021/es104326w","Arenicola marina","Lugworm","Polychaeta","PFNA","PFNA","Perfluorononanoic acid","375-95-1","Perfluoroalkyl carboxylic acids (PFCA)",9,"legacy"
"1962","S_150","Houde_2011","Monitoring of perfluorinated compounds in aquatic biota: an updated review: PFCs in aquatic biota",2011,"environmental science & technology","Canada","critical review","No","No","No","Yes","Multiple","Animals; Aquatic Organisms / metabolism*; Biota*; Environmental Monitoring / methods*; Fluorocarbons / analysis*; Fluorocarbons / chemistry; Humans; Water Pollutants, Chemical / analysis*; Water Pollutants, Chemical / chemistry; Water Pollution / analysis","No","Contaminants occurrence in aquatic biota","Contaminants Occurrence and Exposure","Animals","Wildlife","Multiple",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"Yes","No","10.1021/es104326w","Arenicola marina","Lugworm","Polychaeta","PFDA","PFDcA/ PFDeA/ PFDcA","Perfluorodecanoic acid","335-76-2","Perfluoroalkyl carboxylic acids (PFCA)",10,"legacy"
"1963","S_150","Houde_2011","Monitoring of perfluorinated compounds in aquatic biota: an updated review: PFCs in aquatic biota",2011,"environmental science & technology","Canada","critical review","No","No","No","Yes","Multiple","Animals; Aquatic Organisms / metabolism*; Biota*; Environmental Monitoring / methods*; Fluorocarbons / analysis*; Fluorocarbons / chemistry; Humans; Water Pollutants, Chemical / analysis*; Water Pollutants, Chemical / chemistry; Water Pollution / analysis","No","Contaminants occurrence in aquatic biota","Contaminants Occurrence and Exposure","Animals","Wildlife","Multiple",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"Yes","No","10.1021/es104326w","Arenicola marina","Lugworm","Polychaeta","PFUnDA","PFUnDA/PFUnA/ PFUA/ PFUdA","Perfluoroundecanoic acid","2058-94-8","Perfluoroalkyl carboxylic acids (PFCA)",11,"legacy"
"1964","S_150","Houde_2011","Monitoring of perfluorinated compounds in aquatic biota: an updated review: PFCs in aquatic biota",2011,"environmental science & technology","Canada","critical review","No","No","No","Yes","Multiple","Animals; Aquatic Organisms / metabolism*; Biota*; Environmental Monitoring / methods*; Fluorocarbons / analysis*; Fluorocarbons / chemistry; Humans; Water Pollutants, Chemical / analysis*; Water Pollutants, Chemical / chemistry; Water Pollution / analysis","No","Contaminants occurrence in aquatic biota","Contaminants Occurrence and Exposure","Animals","Wildlife","Multiple",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"Yes","No","10.1021/es104326w","Arenicola marina","Lugworm","Polychaeta","PFDoDA","PFDoA/PFDoDA","Perfluorododecanoic acid","307-55-1","Perfluoroalkyl carboxylic acids (PFCA)",12,"legacy"
"1965","S_150","Houde_2011","Monitoring of perfluorinated compounds in aquatic biota: an updated review: PFCs in aquatic biota",2011,"environmental science & technology","Canada","critical review","No","No","No","Yes","Multiple","Animals; Aquatic Organisms / metabolism*; Biota*; Environmental Monitoring / methods*; Fluorocarbons / analysis*; Fluorocarbons / chemistry; Humans; Water Pollutants, Chemical / analysis*; Water Pollutants, Chemical / chemistry; Water Pollution / analysis","No","Contaminants occurrence in aquatic biota","Contaminants Occurrence and Exposure","Animals","Wildlife","Multiple",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"Yes","No","10.1021/es104326w","Arenicola marina","Lugworm","Polychaeta","PFTrA","PFTrDA/ PFTriDA/ PFTrA","Perfluorotridecanoic acid","72629-94-8","Perfluoroalkyl carboxylic acids (PFCA)",13,"legacy"
"1966","S_150","Houde_2011","Monitoring of perfluorinated compounds in aquatic biota: an updated review: PFCs in aquatic biota",2011,"environmental science & technology","Canada","critical review","No","No","No","Yes","Multiple","Animals; Aquatic Organisms / metabolism*; Biota*; Environmental Monitoring / methods*; Fluorocarbons / analysis*; Fluorocarbons / chemistry; Humans; Water Pollutants, Chemical / analysis*; Water Pollutants, Chemical / chemistry; Water Pollution / analysis","No","Contaminants occurrence in aquatic biota","Contaminants Occurrence and Exposure","Animals","Wildlife","Multiple",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"Yes","No","10.1021/es104326w","Arenicola marina","Lugworm","Polychaeta","PFTA","PFTA/ PFTeDA/PFTeA","Perfluorotetradecanoic acid","376-06-7","Perfluoroalkyl carboxylic acids (PFCA)",14,"legacy"
"1967","S_150","Houde_2011","Monitoring of perfluorinated compounds in aquatic biota: an updated review: PFCs in aquatic biota",2011,"environmental science & technology","Canada","critical review","No","No","No","Yes","Multiple","Animals; Aquatic Organisms / metabolism*; Biota*; Environmental Monitoring / methods*; Fluorocarbons / analysis*; Fluorocarbons / chemistry; Humans; Water Pollutants, Chemical / analysis*; Water Pollutants, Chemical / chemistry; Water Pollution / analysis","No","Contaminants occurrence in aquatic biota","Contaminants Occurrence and Exposure","Animals","Wildlife","Multiple",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"Yes","No","10.1021/es104326w","Arenicola marina","Lugworm","Polychaeta","PFBS","PFBS/ PFBuS","Perfluorobutane sulfonic acid","375-73-5","Perfluoroalkane sulfonic acids (PFSA)",4,"legacy"
"1968","S_150","Houde_2011","Monitoring of perfluorinated compounds in aquatic biota: an updated review: PFCs in aquatic biota",2011,"environmental science & technology","Canada","critical review","No","No","No","Yes","Multiple","Animals; Aquatic Organisms / metabolism*; Biota*; Environmental Monitoring / methods*; Fluorocarbons / analysis*; Fluorocarbons / chemistry; Humans; Water Pollutants, Chemical / analysis*; Water Pollutants, Chemical / chemistry; Water Pollution / analysis","No","Contaminants occurrence in aquatic biota","Contaminants Occurrence and Exposure","Animals","Wildlife","Multiple",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"Yes","No","10.1021/es104326w","Arenicola marina","Lugworm","Polychaeta","PFHxS","PFHxS","Perfluorohexane sulfonic acid","355-46-4","Perfluoroalkane sulfonic acids (PFSA)",6,"legacy"
"1969","S_150","Houde_2011","Monitoring of perfluorinated compounds in aquatic biota: an updated review: PFCs in aquatic biota",2011,"environmental science & technology","Canada","critical review","No","No","No","Yes","Multiple","Animals; Aquatic Organisms / metabolism*; Biota*; Environmental Monitoring / methods*; Fluorocarbons / analysis*; Fluorocarbons / chemistry; Humans; Water Pollutants, Chemical / analysis*; Water Pollutants, Chemical / chemistry; Water Pollution / analysis","No","Contaminants occurrence in aquatic biota","Contaminants Occurrence and Exposure","Animals","Wildlife","Multiple",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"Yes","No","10.1021/es104326w","Arenicola marina","Lugworm","Polychaeta","PFHpS","PFHpS","Perfluoroheptane sulfonic acid","375-92-8","Perfluoroalkane sulfonic acids (PFSA)",7,"legacy"
"1970","S_150","Houde_2011","Monitoring of perfluorinated compounds in aquatic biota: an updated review: PFCs in aquatic biota",2011,"environmental science & technology","Canada","critical review","No","No","No","Yes","Multiple","Animals; Aquatic Organisms / metabolism*; Biota*; Environmental Monitoring / methods*; Fluorocarbons / analysis*; Fluorocarbons / chemistry; Humans; Water Pollutants, Chemical / analysis*; Water Pollutants, Chemical / chemistry; Water Pollution / analysis","No","Contaminants occurrence in aquatic biota","Contaminants Occurrence and Exposure","Animals","Wildlife","Multiple",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"Yes","No","10.1021/es104326w","Arenicola marina","Lugworm","Polychaeta","PFOS","PFOS","Perfluorooctane sulfonic acid","1763-23-1","Perfluoroalkane sulfonic acids (PFSA)",8,"legacy"
"1971","S_150","Houde_2011","Monitoring of perfluorinated compounds in aquatic biota: an updated review: PFCs in aquatic biota",2011,"environmental science & technology","Canada","critical review","No","No","No","Yes","Multiple","Animals; Aquatic Organisms / metabolism*; Biota*; Environmental Monitoring / methods*; Fluorocarbons / analysis*; Fluorocarbons / chemistry; Humans; Water Pollutants, Chemical / analysis*; Water Pollutants, Chemical / chemistry; Water Pollution / analysis","No","Contaminants occurrence in aquatic biota","Contaminants Occurrence and Exposure","Animals","Wildlife","Multiple",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"Yes","No","10.1021/es104326w","Arenicola marina","Lugworm","Polychaeta","PFDS","PFDS","Perfluorodecane sulfonic acid","335-77-3","Perfluoroalkane sulfonic acids (PFSA)",10,"legacy"
"1972","S_150","Houde_2011","Monitoring of perfluorinated compounds in aquatic biota: an updated review: PFCs in aquatic biota",2011,"environmental science & technology","Canada","critical review","No","No","No","Yes","Multiple","Animals; Aquatic Organisms / metabolism*; Biota*; Environmental Monitoring / methods*; Fluorocarbons / analysis*; Fluorocarbons / chemistry; Humans; Water Pollutants, Chemical / analysis*; Water Pollutants, Chemical / chemistry; Water Pollution / analysis","No","Contaminants occurrence in aquatic biota","Contaminants Occurrence and Exposure","Animals","Wildlife","Multiple",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"Yes","No","10.1021/es104326w","Arenicola marina","Lugworm","Polychaeta","FOSA","FOSA/PFOSA","Perfluorooctanesulfonamide","754-91-6","Perfluoroalkane sulfonamides (FASAs)",8,"novel"
"1973","S_150","Houde_2011","Monitoring of perfluorinated compounds in aquatic biota: an updated review: PFCs in aquatic biota",2011,"environmental science & technology","Canada","critical review","No","No","No","Yes","Multiple","Animals; Aquatic Organisms / metabolism*; Biota*; Environmental Monitoring / methods*; Fluorocarbons / analysis*; Fluorocarbons / chemistry; Humans; Water Pollutants, Chemical / analysis*; Water Pollutants, Chemical / chemistry; Water Pollution / analysis","No","Contaminants occurrence in aquatic biota","Contaminants Occurrence and Exposure","Animals","Wildlife","Multiple",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"Yes","No","10.1021/es104326w","Arenicola marina","Lugworm","Polychaeta","NEtFOSA","NEtFOSA","N-ethyl perfluorooctanesulfonamide","223-980-3","Perfluoroalkane sulfonamides (FASAs)",10,"novel"
"1974","S_150","Houde_2011","Monitoring of perfluorinated compounds in aquatic biota: an updated review: PFCs in aquatic biota",2011,"environmental science & technology","Canada","critical review","No","No","No","Yes","Multiple","Animals; Aquatic Organisms / metabolism*; Biota*; Environmental Monitoring / methods*; Fluorocarbons / analysis*; Fluorocarbons / chemistry; Humans; Water Pollutants, Chemical / analysis*; Water Pollutants, Chemical / chemistry; Water Pollution / analysis","No","Contaminants occurrence in aquatic biota","Contaminants Occurrence and Exposure","Animals","Wildlife","Multiple",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"Yes","No","10.1021/es104326w","Arenicola marina","Lugworm","Polychaeta","NMeFOSA","NMeFOSA","N-methyl fluorooctane sulfonamide","31506-32-8","Perfluoroalkane sulfonamides (FASAs)",8,"novel"
"1975","S_150","Houde_2011","Monitoring of perfluorinated compounds in aquatic biota: an updated review: PFCs in aquatic biota",2011,"environmental science & technology","Canada","critical review","No","No","No","Yes","Multiple","Animals; Aquatic Organisms / metabolism*; Biota*; Environmental Monitoring / methods*; Fluorocarbons / analysis*; Fluorocarbons / chemistry; Humans; Water Pollutants, Chemical / analysis*; Water Pollutants, Chemical / chemistry; Water Pollution / analysis","No","Contaminants occurrence in aquatic biota","Contaminants Occurrence and Exposure","Animals","Wildlife","Multiple",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"Yes","No","10.1021/es104326w","Boleophthalmus pectinirostris","Mudskipper (herbivorous)","Actinopterygii","PFHxA","PFHxA","Perfluorohexanoic acid","307-24-4","Perfluoroalkyl carboxylic acids (PFCA)",6,"legacy"
"1976","S_150","Houde_2011","Monitoring of perfluorinated compounds in aquatic biota: an updated review: PFCs in aquatic biota",2011,"environmental science & technology","Canada","critical review","No","No","No","Yes","Multiple","Animals; Aquatic Organisms / metabolism*; Biota*; Environmental Monitoring / methods*; Fluorocarbons / analysis*; Fluorocarbons / chemistry; Humans; Water Pollutants, Chemical / analysis*; Water Pollutants, Chemical / chemistry; Water Pollution / analysis","No","Contaminants occurrence in aquatic biota","Contaminants Occurrence and Exposure","Animals","Wildlife","Multiple",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"Yes","No","10.1021/es104326w","Boleophthalmus pectinirostris","Mudskipper (herbivorous)","Actinopterygii","PFHpA","PFHpA","Perfluoroheptanoic acid","375-85-9","Perfluoroalkyl carboxylic acids (PFCA)",7,"legacy"
"1977","S_150","Houde_2011","Monitoring of perfluorinated compounds in aquatic biota: an updated review: PFCs in aquatic biota",2011,"environmental science & technology","Canada","critical review","No","No","No","Yes","Multiple","Animals; Aquatic Organisms / metabolism*; Biota*; Environmental Monitoring / methods*; Fluorocarbons / analysis*; Fluorocarbons / chemistry; Humans; Water Pollutants, Chemical / analysis*; Water Pollutants, Chemical / chemistry; Water Pollution / analysis","No","Contaminants occurrence in aquatic biota","Contaminants Occurrence and Exposure","Animals","Wildlife","Multiple",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"Yes","No","10.1021/es104326w","Boleophthalmus pectinirostris","Mudskipper (herbivorous)","Actinopterygii","PFOA","PFOA","Perfluorooctanoic acid","335-67-1","Perfluoroalkyl carboxylic acids (PFCA)",8,"legacy"
"1978","S_150","Houde_2011","Monitoring of perfluorinated compounds in aquatic biota: an updated review: PFCs in aquatic biota",2011,"environmental science & technology","Canada","critical review","No","No","No","Yes","Multiple","Animals; Aquatic Organisms / metabolism*; Biota*; Environmental Monitoring / methods*; Fluorocarbons / analysis*; Fluorocarbons / chemistry; Humans; Water Pollutants, Chemical / analysis*; Water Pollutants, Chemical / chemistry; Water Pollution / analysis","No","Contaminants occurrence in aquatic biota","Contaminants Occurrence and Exposure","Animals","Wildlife","Multiple",NA,NA,NA,NA,"No","No",NA,"No",NA,NA,"Yes","No","10.1021/es104326w","Boleophthalmus pectinirostris","Mudskipper (herbivorous)","Actinopterygii","PFNA","PFNA","Perfluorononanoic acid","375-95-1","Perfluoroalkyl carboxylic acids (PFCA)",9,"legacy"
