Study_ID,Species_scientific_name,Species_common_name,Comment,Class_scientific_name
S_185,Selar crumenophthalmus,Bigeye Scad,na,Fish
S_185,Gerres longirostris,Strongspine silverbiddy,na,Fish
S_185,Caranx melampygus,Bluefin Trevally,na,Fish
S_185,Albula glossodonta,BonefIsh,na,Fish
S_185,Hippoglossus hippoglossus,Halibut,na,Fish
S_185,Pandalus borealis,Shrimps,na,Malacostraca
S_185,Gadus morhua,Cod,na,Fish
S_185,Salmo salar,Salmon,na,Fish
S_185,Paralithodes camtschaticus,King crabs,na,Crustacea
S_185,Chanos chanos,Milkfsh,na,Fish
S_185,Mugil cephalus,Mullet,na,Fish
S_185,Platycephalus fuscus,Dusky fathead,na,Fish
S_185,Acanthopagrus australis,Yellowfn bream,na,Fish
S_185,Sillago ciliata,Sand whiting,na,Fish
S_185,Scylla serrata,Mud crab,na,Crustacea
S_185,Metapenaeus macleayi,School prawn,na,Malacostraca
S_185,Lates niloticus,Nile perch,na,Fish
S_185,Oreochromis niloticus,Nile tilapia,na,Fish
S_185,Rutilus rutilus,Roach,na,Fish
S_185,Abramis brama,Common bream,na,Fish
S_185,Cyprinus carpio,Common carp,na,Fish
S_185,Squalius cephalus,European chub,na,Fish
S_185,Carassius carassius,Crucian carp,na,Fish
S_185,Lepomis gibbosus,Pumpkinseed,na,Fish
S_185,Oncorhynchus mykiss,Rainbow trout,na,Fish
S_185,Gobio gobio,Gudgeon,na,Fish
S_185,Thymallus thymallus,Grayling,na,Fish
S_185,Scardinius erythrophthalmus,Rudd,na,Fish
S_185,Alosa agone,na,The authors did not report the common name,Fish
S_185,Labeobarbus megastoma,na,The authors did not report the common name,Fish
